subjectnum,TRIAL_INDEX,catcue,condition,expected,im_h,im_w,searcharray,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,LAST_BUTTON_PRESSED
1,29,clock,absent,6,427,640,COCO_train2014_000000346160.jpg,5,1,602.5,393.6,810,6
1,29,clock,absent,6,427,640,COCO_train2014_000000346160.jpg,5,2,590.1,339.6,203,6
1,29,clock,absent,6,427,640,COCO_train2014_000000346160.jpg,5,3,482.1,436.5,221,6
1,29,clock,absent,6,427,640,COCO_train2014_000000346160.jpg,5,4,435.2,415,100,6
1,29,clock,absent,6,427,640,COCO_train2014_000000346160.jpg,5,5,592.6,327.6,164,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,1,603.5,388.5,703,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,2,665.7,277.8,248,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,3,459.8,453.3,155,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,4,711.8,402.7,194,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,5,793.1,326.4,195,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,6,644.7,416,309,6
1,30,clock,absent,6,427,640,COCO_train2014_000000198788.jpg,7,7,761.9,413.9,171,6
1,31,clock,present,7,480,640,COCO_train2014_000000564475.jpg,3,1,600.7,388.7,818,7
1,31,clock,present,7,480,640,COCO_train2014_000000564475.jpg,3,2,392.4,402.7,185,7
1,31,clock,present,7,480,640,COCO_train2014_000000564475.jpg,3,3,379.7,409.8,698,7
1,32,clock,present,7,640,480,COCO_train2014_000000228678.jpg,4,1,595.7,391.9,129,7
1,32,clock,present,7,640,480,COCO_train2014_000000228678.jpg,4,2,600.4,379.9,671,7
1,32,clock,present,7,640,480,COCO_train2014_000000228678.jpg,4,3,642.5,533.8,126,7
1,32,clock,present,7,640,480,COCO_train2014_000000228678.jpg,4,4,744.3,579.7,96,7
1,33,clock,absent,6,640,426,COCO_train2014_000000354306.jpg,6,1,602.1,396.3,834,6
1,33,clock,absent,6,640,426,COCO_train2014_000000354306.jpg,6,2,497,432.7,190,6
1,33,clock,absent,6,640,426,COCO_train2014_000000354306.jpg,6,3,466.4,474.9,166,6
1,33,clock,absent,6,640,426,COCO_train2014_000000354306.jpg,6,4,516.7,572.4,134,6
1,33,clock,absent,6,640,426,COCO_train2014_000000354306.jpg,6,5,682.9,506.2,129,6
1,33,clock,absent,6,640,426,COCO_train2014_000000354306.jpg,6,6,661.7,261,40,6
1,34,clock,absent,6,466,640,COCO_train2014_000000238171.jpg,4,1,604.2,391.8,886,.
1,34,clock,absent,6,466,640,COCO_train2014_000000238171.jpg,4,2,741.4,477.8,214,.
1,34,clock,absent,6,466,640,COCO_train2014_000000238171.jpg,4,3,797,432.3,293,.
1,34,clock,absent,6,466,640,COCO_train2014_000000238171.jpg,4,4,756.7,324.4,278,.
1,35,clock,present,7,640,480,COCO_train2014_000000009725.jpg,2,1,604.7,393.3,768,7
1,35,clock,present,7,640,480,COCO_train2014_000000009725.jpg,2,2,602.9,416.9,248,7
1,37,clock,present,7,640,480,COCO_train2014_000000153723.jpg,3,1,598.7,393.6,444,7
1,37,clock,present,7,640,480,COCO_train2014_000000153723.jpg,3,2,620.6,374.7,314,7
1,37,clock,present,7,640,480,COCO_train2014_000000153723.jpg,3,3,631.2,334.7,250,7
1,38,clock,absent,6,428,640,COCO_train2014_000000442945.jpg,5,1,611.4,381.7,487,.
1,38,clock,absent,6,428,640,COCO_train2014_000000442945.jpg,5,2,625.3,361.7,407,.
1,38,clock,absent,6,428,640,COCO_train2014_000000442945.jpg,5,3,649.7,261.3,166,.
1,38,clock,absent,6,428,640,COCO_train2014_000000442945.jpg,5,4,769,237.4,181,.
1,38,clock,absent,6,428,640,COCO_train2014_000000442945.jpg,5,5,711.9,234.1,99,.
1,39,clock,present,7,640,427,COCO_train2014_000000316746.jpg,4,1,601.8,394.5,332,7
1,39,clock,present,7,640,427,COCO_train2014_000000316746.jpg,4,2,606.2,374.9,463,7
1,39,clock,present,7,640,427,COCO_train2014_000000316746.jpg,4,3,684.6,555.2,246,7
1,39,clock,present,7,640,427,COCO_train2014_000000316746.jpg,4,4,679.8,546.8,356,7
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,1,585.9,400.8,228,6
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,2,598.5,391.1,516,6
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,3,589.6,343.6,238,6
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,4,805.4,412.5,250,6
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,5,669.2,315.8,143,6
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,6,538.5,339.9,159,6
1,41,clock,absent,6,443,640,COCO_train2014_000000573286.jpg,7,7,523.9,295.2,164,6
1,42,clock,present,7,360,640,COCO_train2014_000000464634.jpg,4,1,592.9,393.8,295,7
1,42,clock,present,7,360,640,COCO_train2014_000000464634.jpg,4,2,620,348.5,424,7
1,42,clock,present,7,360,640,COCO_train2014_000000464634.jpg,4,3,588,402.9,138,7
1,42,clock,present,7,360,640,COCO_train2014_000000464634.jpg,4,4,521,369.2,120,7
1,43,clock,absent,6,480,640,COCO_train2014_000000212635.jpg,4,1,606.8,391.6,527,6
1,43,clock,absent,6,480,640,COCO_train2014_000000212635.jpg,4,2,605,372.8,287,6
1,43,clock,absent,6,480,640,COCO_train2014_000000212635.jpg,4,3,604.5,356.4,130,6
1,43,clock,absent,6,480,640,COCO_train2014_000000212635.jpg,4,4,809,403.8,312,6
1,44,clock,absent,6,480,640,COCO_train2014_000000037035.jpg,5,1,602.9,388.2,292,.
1,44,clock,absent,6,480,640,COCO_train2014_000000037035.jpg,5,2,602,380.5,461,.
1,44,clock,absent,6,480,640,COCO_train2014_000000037035.jpg,5,3,629.7,351.9,287,.
1,44,clock,absent,6,480,640,COCO_train2014_000000037035.jpg,5,4,500.2,412.4,166,.
1,44,clock,absent,6,480,640,COCO_train2014_000000037035.jpg,5,5,760,461.1,240,.
1,45,clock,present,7,425,640,COCO_train2014_000000566832.jpg,2,1,597.5,385.5,738,7
1,45,clock,present,7,425,640,COCO_train2014_000000566832.jpg,2,2,640,343.2,357,7
1,46,clock,absent,6,480,640,COCO_train2014_000000107109.jpg,5,1,595.9,391.1,724,.
1,46,clock,absent,6,480,640,COCO_train2014_000000107109.jpg,5,2,633.4,358.7,198,.
1,46,clock,absent,6,480,640,COCO_train2014_000000107109.jpg,5,3,494.2,398.1,243,.
1,46,clock,absent,6,480,640,COCO_train2014_000000107109.jpg,5,4,431.9,387.8,125,.
1,46,clock,absent,6,480,640,COCO_train2014_000000107109.jpg,5,5,411.3,507.3,239,.
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,1,602.1,392.5,296,6
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,2,609.1,384.3,403,6
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,3,787.8,356.1,143,6
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,4,791.4,415.5,158,6
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,5,801.4,458.1,116,6
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,6,661.6,416.3,133,6
1,47,clock,absent,6,480,640,COCO_train2014_000000067077.jpg,7,7,488.8,389,366,6
1,48,clock,absent,6,480,640,COCO_train2014_000000573726.jpg,3,1,602.1,388.5,784,.
1,48,clock,absent,6,480,640,COCO_train2014_000000573726.jpg,3,2,665.4,368.3,250,.
1,48,clock,absent,6,480,640,COCO_train2014_000000573726.jpg,3,3,870.6,419.6,167,.
1,49,clock,present,7,640,425,COCO_train2014_000000192636.jpg,2,1,603.2,399.4,765,7
1,49,clock,present,7,640,425,COCO_train2014_000000192636.jpg,2,2,617.5,351.3,337,7
1,50,clock,present,7,427,640,COCO_train2014_000000403335.jpg,2,1,597.7,394.8,386,7
1,50,clock,present,7,427,640,COCO_train2014_000000403335.jpg,2,2,622.3,370.2,602,7
1,51,clock,present,7,427,640,COCO_train2014_000000375674.jpg,3,1,603.7,388.5,380,7
1,51,clock,present,7,427,640,COCO_train2014_000000375674.jpg,3,2,613.6,363.4,347,7
1,51,clock,present,7,427,640,COCO_train2014_000000375674.jpg,3,3,736.5,369.4,349,7
1,52,clock,absent,6,640,530,COCO_train2014_000000066056.jpg,5,1,598.6,391.8,300,7
1,52,clock,absent,6,640,530,COCO_train2014_000000066056.jpg,5,2,615.8,382.1,426,7
1,52,clock,absent,6,640,530,COCO_train2014_000000066056.jpg,5,3,600.2,329.8,111,7
1,52,clock,absent,6,640,530,COCO_train2014_000000066056.jpg,5,4,711.8,517.7,257,7
1,52,clock,absent,6,640,530,COCO_train2014_000000066056.jpg,5,5,727.8,529.7,137,7
1,54,clock,absent,6,480,640,COCO_train2014_000000153736.jpg,5,1,599.3,397.8,708,6
1,54,clock,absent,6,480,640,COCO_train2014_000000153736.jpg,5,2,600.1,319.7,168,6
1,54,clock,absent,6,480,640,COCO_train2014_000000153736.jpg,5,3,635.5,279.5,209,6
1,54,clock,absent,6,480,640,COCO_train2014_000000153736.jpg,5,4,542.4,433.7,237,6
1,54,clock,absent,6,480,640,COCO_train2014_000000153736.jpg,5,5,503.5,530.6,179,6
1,56,clock,present,7,640,427,COCO_train2014_000000526187.jpg,3,1,602.2,386,744,7
1,56,clock,present,7,640,427,COCO_train2014_000000526187.jpg,3,2,546.6,351.8,201,7
1,56,clock,present,7,640,427,COCO_train2014_000000526187.jpg,3,3,538.7,566.3,240,7
1,57,clock,present,7,640,426,COCO_train2014_000000444591.jpg,4,1,602.7,390.2,412,7
1,57,clock,present,7,640,426,COCO_train2014_000000444591.jpg,4,2,627.6,386.9,315,7
1,57,clock,present,7,640,426,COCO_train2014_000000444591.jpg,4,3,627.1,345.3,42,7
1,57,clock,present,7,640,426,COCO_train2014_000000444591.jpg,4,4,624.5,221.7,351,7
1,58,clock,absent,6,428,640,COCO_train2014_000000551464.jpg,6,1,596.4,395.9,313,6
1,58,clock,absent,6,428,640,COCO_train2014_000000551464.jpg,6,2,603.4,386.1,399,6
1,58,clock,absent,6,428,640,COCO_train2014_000000551464.jpg,6,3,506.7,304.7,172,6
1,58,clock,absent,6,428,640,COCO_train2014_000000551464.jpg,6,4,506.6,467,140,6
1,58,clock,absent,6,428,640,COCO_train2014_000000551464.jpg,6,5,539.8,531.4,185,6
1,58,clock,absent,6,428,640,COCO_train2014_000000551464.jpg,6,6,739.3,383.9,437,6
1,60,clock,present,7,640,582,COCO_train2014_000000008892.jpg,4,1,598.7,389.9,335,7
1,60,clock,present,7,640,582,COCO_train2014_000000008892.jpg,4,2,603,379,368,7
1,60,clock,present,7,640,582,COCO_train2014_000000008892.jpg,4,3,592.8,328.8,262,7
1,60,clock,present,7,640,582,COCO_train2014_000000008892.jpg,4,4,596.2,305.5,112,7
1,61,clock,present,7,640,480,COCO_train2014_000000575376.jpg,4,1,594.2,395.3,357,7
1,61,clock,present,7,640,480,COCO_train2014_000000575376.jpg,4,2,598.8,372.2,385,7
1,61,clock,present,7,640,480,COCO_train2014_000000575376.jpg,4,3,610.7,190.1,165,7
1,61,clock,present,7,640,480,COCO_train2014_000000575376.jpg,4,4,616.6,163.9,110,7
1,62,clock,absent,6,426,640,COCO_train2014_000000538965.jpg,6,1,601,390.4,308,6
1,62,clock,absent,6,426,640,COCO_train2014_000000538965.jpg,6,2,667.8,347.9,151,6
1,62,clock,absent,6,426,640,COCO_train2014_000000538965.jpg,6,3,620.6,357.6,221,6
1,62,clock,absent,6,426,640,COCO_train2014_000000538965.jpg,6,4,838.3,419.5,151,6
1,62,clock,absent,6,426,640,COCO_train2014_000000538965.jpg,6,5,668.6,456.5,269,6
1,62,clock,absent,6,426,640,COCO_train2014_000000538965.jpg,6,6,810.3,488.8,171,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,1,600.2,395.7,379,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,2,608.7,390.7,379,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,3,566,365.1,157,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,4,798.3,440.4,310,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,5,632.8,421.5,228,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,6,558.3,359.5,213,6
1,63,clock,absent,6,427,640,COCO_train2014_000000365003.jpg,7,7,457.7,329,66,6
1,64,clock,present,7,640,426,COCO_train2014_000000535145.jpg,4,1,599.2,397.4,382,7
1,64,clock,present,7,640,426,COCO_train2014_000000535145.jpg,4,2,610.9,376.3,388,7
1,64,clock,present,7,640,426,COCO_train2014_000000535145.jpg,4,3,530.5,398.6,168,7
1,64,clock,present,7,640,426,COCO_train2014_000000535145.jpg,4,4,546.8,199,287,7
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,1,598,391.6,297,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,2,590.3,368.6,460,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,3,555.7,319.6,199,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,4,512.7,278.7,229,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,5,604.7,400.3,363,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,6,754.2,405.1,134,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,7,580.6,374.4,220,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,8,556.6,355.1,178,6
1,65,clock,absent,6,480,640,COCO_train2014_000000161812.jpg,9,9,623.9,382.5,328,6
1,66,clock,absent,6,494,640,COCO_train2014_000000048863.jpg,6,1,600.3,392.8,353,6
1,66,clock,absent,6,494,640,COCO_train2014_000000048863.jpg,6,2,652.1,374.8,344,6
1,66,clock,absent,6,494,640,COCO_train2014_000000048863.jpg,6,3,643.4,289.9,204,6
1,66,clock,absent,6,494,640,COCO_train2014_000000048863.jpg,6,4,578.3,410.1,142,6
1,66,clock,absent,6,494,640,COCO_train2014_000000048863.jpg,6,5,675.1,417,241,6
1,66,clock,absent,6,494,640,COCO_train2014_000000048863.jpg,6,6,450.2,386.7,295,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,1,598.2,387.5,362,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,2,641.1,385.6,452,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,3,513.6,391.3,207,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,4,461.5,386.7,95,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,5,609.7,549.9,121,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,6,760.5,428.9,291,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,7,494.2,340.7,119,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,8,715,295.8,174,6
1,67,clock,absent,6,427,640,COCO_train2014_000000100386.jpg,9,9,653.3,314.4,80,6
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,1,593.1,393.9,412,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,2,605.8,372.4,301,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,3,800,335.9,123,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,4,888.2,424,155,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,5,656,393.2,232,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,6,756.5,487,185,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,7,570.4,508,196,.
1,68,clock,absent,6,480,640,COCO_train2014_000000305370.jpg,8,8,849.7,531.8,210,.
1,69,clock,absent,6,480,640,COCO_train2014_000000506927.jpg,6,1,601.9,397.9,322,6
1,69,clock,absent,6,480,640,COCO_train2014_000000506927.jpg,6,2,623.4,384,487,6
1,69,clock,absent,6,480,640,COCO_train2014_000000506927.jpg,6,3,700.9,520.9,119,6
1,69,clock,absent,6,480,640,COCO_train2014_000000506927.jpg,6,4,552.8,340.5,276,6
1,69,clock,absent,6,480,640,COCO_train2014_000000506927.jpg,6,5,760,307.6,191,6
1,69,clock,absent,6,480,640,COCO_train2014_000000506927.jpg,6,6,561.8,293.5,125,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,1,597.5,398.6,291,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,2,597.5,392.3,495,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,3,576.2,472,135,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,4,642.6,329.7,183,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,5,463.8,349,270,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,6,599.7,597.9,166,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,7,597.3,498.8,114,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,8,798.3,526.4,213,6
1,70,clock,absent,6,640,426,COCO_train2014_000000244383.jpg,9,9,669.2,340.6,31,6
1,71,clock,absent,6,480,640,COCO_train2014_000000309368.jpg,4,1,596.9,392.2,346,7
1,71,clock,absent,6,480,640,COCO_train2014_000000309368.jpg,4,2,613.5,371.1,381,7
1,71,clock,absent,6,480,640,COCO_train2014_000000309368.jpg,4,3,531.6,309.3,130,7
1,71,clock,absent,6,480,640,COCO_train2014_000000309368.jpg,4,4,489.9,272.2,314,7
1,72,clock,absent,6,426,640,COCO_train2014_000000478475.jpg,4,1,600.7,386.8,345,7
1,72,clock,absent,6,426,640,COCO_train2014_000000478475.jpg,4,2,595.4,359.7,426,7
1,72,clock,absent,6,426,640,COCO_train2014_000000478475.jpg,4,3,689.9,483.2,279,7
1,72,clock,absent,6,426,640,COCO_train2014_000000478475.jpg,4,4,613,415.7,122,7
1,73,clock,present,7,467,640,COCO_train2014_000000359132.jpg,5,1,604,390.1,402,7
1,73,clock,present,7,467,640,COCO_train2014_000000359132.jpg,5,2,601.3,383.5,363,7
1,73,clock,present,7,467,640,COCO_train2014_000000359132.jpg,5,3,610.4,342.6,257,7
1,73,clock,present,7,467,640,COCO_train2014_000000359132.jpg,5,4,611.6,504.6,185,7
1,73,clock,present,7,467,640,COCO_train2014_000000359132.jpg,5,5,613.3,395.8,202,7
1,76,clock,absent,6,640,480,COCO_train2014_000000095281.jpg,6,1,609.8,393.4,335,6
1,76,clock,absent,6,640,480,COCO_train2014_000000095281.jpg,6,2,628.5,380.1,373,6
1,76,clock,absent,6,640,480,COCO_train2014_000000095281.jpg,6,3,568.9,259.5,255,6
1,76,clock,absent,6,640,480,COCO_train2014_000000095281.jpg,6,4,683.8,363.7,284,6
1,76,clock,absent,6,640,480,COCO_train2014_000000095281.jpg,6,5,816.3,411.8,136,6
1,76,clock,absent,6,640,480,COCO_train2014_000000095281.jpg,6,6,564.7,262.9,292,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,1,601.4,390.1,570,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,2,619.9,343.9,165,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,3,524,324,161,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,4,710.9,441.8,172,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,5,788.8,390.2,225,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,6,635.5,470.1,206,6
1,77,clock,absent,6,425,640,COCO_train2014_000000237886.jpg,7,7,517.8,475.8,259,6
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,1,597.1,391.3,427,.
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,2,621.2,360.4,344,.
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,3,731.4,508.8,162,.
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,4,516.1,382.7,141,.
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,5,490.3,424.4,146,.
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,6,698.8,547.7,176,.
1,78,clock,absent,6,427,640,COCO_train2014_000000176947.jpg,7,7,633.4,303.6,301,.
1,80,clock,absent,6,480,640,COCO_train2014_000000235061.jpg,5,1,605.3,388.8,325,6
1,80,clock,absent,6,480,640,COCO_train2014_000000235061.jpg,5,2,617.1,357.9,362,6
1,80,clock,absent,6,480,640,COCO_train2014_000000235061.jpg,5,3,727.9,335.3,188,6
1,80,clock,absent,6,480,640,COCO_train2014_000000235061.jpg,5,4,515.7,400.4,190,6
1,80,clock,absent,6,480,640,COCO_train2014_000000235061.jpg,5,5,814,424.2,260,6
1,81,clock,present,7,640,427,COCO_train2014_000000468170.jpg,4,1,603.3,385.2,694,7
1,81,clock,present,7,640,427,COCO_train2014_000000468170.jpg,4,2,617.1,328.2,173,7
1,81,clock,present,7,640,427,COCO_train2014_000000468170.jpg,4,3,588.8,554.6,222,7
1,81,clock,present,7,640,427,COCO_train2014_000000468170.jpg,4,4,580,612.8,178,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,1,602.1,396.9,751,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,2,820.5,484.3,157,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,3,654.8,244.8,154,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,4,497,286.4,149,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,5,377.9,434.1,242,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,6,611.5,429.2,136,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,7,694.3,470.5,117,7
1,83,clock,absent,6,480,640,COCO_train2014_000000475509.jpg,8,8,707.8,456.8,150,7
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,1,605.7,391.6,751,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,2,523.4,355.1,233,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,3,718,343,118,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,4,764.9,248.4,209,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,5,725.9,478.7,190,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,6,749.6,239.9,213,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,7,772.7,260.5,166,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,8,513.3,406.8,129,6
1,84,clock,absent,6,427,640,COCO_train2014_000000566575.jpg,9,9,381.8,569.3,181,6
1,85,clock,absent,6,392,640,COCO_train2014_000000214087.jpg,12,1,598.8,394.3,329,6
1,85,clock,absent,6,392,640,COCO_train2014_000000214087.jpg,12,2,637.4,367.9,414,6
1,85,clock,absent,6,392,640,COCO_train2014_000000214087.jpg,12,3,553.8,345.9,312,6
1,85,clock,absent,6,392,640,COCO_train2014_000000214087.jpg,12,4,821.5,544.6,178,6
1,85,clock,absent,6,392,640,COCO_train2014_000000214087.jpg,12,5,423.4,311.6,168,6
