subjectnum,TRIAL_INDEX,catcue,condition,expected,im_h,im_w,searcharray,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,LAST_BUTTON_PRESSED
1,35,microwave,present,7,480,640,COCO_train2014_000000496196.jpg,5,5,859.3,230.5,342,7
1,37,microwave,present,7,360,640,COCO_train2014_000000071936.jpg,6,1,609.6,398.7,426,7
1,37,microwave,present,7,360,640,COCO_train2014_000000071936.jpg,6,2,595.3,379.2,292,7
1,37,microwave,present,7,360,640,COCO_train2014_000000071936.jpg,6,3,567.3,326.1,146,7
1,37,microwave,present,7,360,640,COCO_train2014_000000071936.jpg,6,4,863,327.7,189,7
1,37,microwave,present,7,360,640,COCO_train2014_000000071936.jpg,6,5,657.7,430.4,124,7
1,37,microwave,present,7,360,640,COCO_train2014_000000071936.jpg,6,6,857.2,265.6,291,7
1,38,microwave,absent,6,640,480,COCO_train2014_000000540567.jpg,4,1,609.2,401.7,234,6
1,38,microwave,absent,6,640,480,COCO_train2014_000000540567.jpg,4,2,605.1,387.5,426,6
1,38,microwave,absent,6,640,480,COCO_train2014_000000540567.jpg,4,3,703.9,390.4,183,6
1,38,microwave,absent,6,640,480,COCO_train2014_000000540567.jpg,4,4,618.5,414.9,238,6
1,39,microwave,present,7,480,640,COCO_train2014_000000121612.jpg,6,1,605.3,396.4,744,7
1,39,microwave,present,7,480,640,COCO_train2014_000000121612.jpg,6,2,532,369.1,140,7
1,39,microwave,present,7,480,640,COCO_train2014_000000121612.jpg,6,3,449.1,372.3,182,7
1,39,microwave,present,7,480,640,COCO_train2014_000000121612.jpg,6,4,477.1,340.2,155,7
1,39,microwave,present,7,480,640,COCO_train2014_000000121612.jpg,6,5,544.2,355.7,88,7
1,39,microwave,present,7,480,640,COCO_train2014_000000121612.jpg,6,6,893.2,383,291,7
1,41,microwave,present,7,478,640,COCO_train2014_000000163234.jpg,4,1,572.2,381.6,169,7
1,41,microwave,present,7,478,640,COCO_train2014_000000163234.jpg,4,2,599.8,395.5,495,7
1,41,microwave,present,7,478,640,COCO_train2014_000000163234.jpg,4,3,483.4,414,95,7
1,41,microwave,present,7,478,640,COCO_train2014_000000163234.jpg,4,4,788,404.2,246,7
1,44,microwave,absent,6,425,640,COCO_train2014_000000043338.jpg,6,1,605.5,399,448,6
1,44,microwave,absent,6,425,640,COCO_train2014_000000043338.jpg,6,2,587,349.9,340,6
1,44,microwave,absent,6,425,640,COCO_train2014_000000043338.jpg,6,3,808.9,311.5,122,6
1,44,microwave,absent,6,425,640,COCO_train2014_000000043338.jpg,6,4,605.5,265.1,196,6
1,44,microwave,absent,6,425,640,COCO_train2014_000000043338.jpg,6,5,509.5,237,339,6
1,44,microwave,absent,6,425,640,COCO_train2014_000000043338.jpg,6,6,485.6,344.9,141,6
1,47,microwave,present,7,360,640,COCO_train2014_000000250084.jpg,2,1,605.2,398.9,869,7
1,47,microwave,present,7,360,640,COCO_train2014_000000250084.jpg,2,2,732.5,338.5,270,7
1,49,microwave,absent,6,428,640,COCO_train2014_000000100471.jpg,4,1,605.3,403.1,272,6
1,49,microwave,absent,6,428,640,COCO_train2014_000000100471.jpg,4,2,609.1,400.9,473,6
1,49,microwave,absent,6,428,640,COCO_train2014_000000100471.jpg,4,3,502,393.2,214,6
1,49,microwave,absent,6,428,640,COCO_train2014_000000100471.jpg,4,4,580.6,417.4,163,6
1,51,microwave,absent,6,480,640,COCO_train2014_000000443254.jpg,5,1,607.3,399.2,327,6
1,51,microwave,absent,6,480,640,COCO_train2014_000000443254.jpg,5,2,587.6,385.3,139,6
1,51,microwave,absent,6,480,640,COCO_train2014_000000443254.jpg,5,3,603.6,385.7,254,6
1,51,microwave,absent,6,480,640,COCO_train2014_000000443254.jpg,5,4,539.9,355.7,155,6
1,51,microwave,absent,6,480,640,COCO_train2014_000000443254.jpg,5,5,759.8,418.9,145,6
1,53,microwave,absent,6,640,425,COCO_train2014_000000334616.jpg,5,1,606.6,400.7,571,6
1,53,microwave,absent,6,640,425,COCO_train2014_000000334616.jpg,5,2,592.1,386.2,168,6
1,53,microwave,absent,6,640,425,COCO_train2014_000000334616.jpg,5,3,629.8,375.8,123,6
1,53,microwave,absent,6,640,425,COCO_train2014_000000334616.jpg,5,4,614.3,231.7,180,6
1,53,microwave,absent,6,640,425,COCO_train2014_000000334616.jpg,5,5,614.4,337.3,209,6
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,1,612.6,401.2,233,.
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,2,606.6,401.3,191,.
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,3,604.9,351.7,296,.
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,4,534.9,347.2,129,.
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,5,644.3,383.6,446,.
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,6,640.9,375.4,381,.
1,54,microwave,absent,6,480,640,COCO_train2014_000000291207.jpg,7,7,663.1,504.4,236,.
1,56,microwave,present,7,480,640,COCO_train2014_000000336749.jpg,6,1,603.4,400.9,555,7
1,56,microwave,present,7,480,640,COCO_train2014_000000336749.jpg,6,2,615.1,378.4,198,7
1,56,microwave,present,7,480,640,COCO_train2014_000000336749.jpg,6,3,523,394.1,101,7
1,56,microwave,present,7,480,640,COCO_train2014_000000336749.jpg,6,4,828.8,372.5,207,7
1,56,microwave,present,7,480,640,COCO_train2014_000000336749.jpg,6,5,448.3,429.3,456,7
1,56,microwave,present,7,480,640,COCO_train2014_000000336749.jpg,6,6,420.8,451.6,266,7
1,57,microwave,absent,6,427,640,COCO_train2014_000000070133.jpg,5,1,604.4,406.4,596,6
1,57,microwave,absent,6,427,640,COCO_train2014_000000070133.jpg,5,2,580.3,399.1,237,6
1,57,microwave,absent,6,427,640,COCO_train2014_000000070133.jpg,5,3,571.4,448.7,161,6
1,57,microwave,absent,6,427,640,COCO_train2014_000000070133.jpg,5,4,751.8,406.6,158,6
1,57,microwave,absent,6,427,640,COCO_train2014_000000070133.jpg,5,5,572,377.7,51,6
1,59,microwave,absent,6,640,480,COCO_train2014_000000083738.jpg,3,1,605.8,402.9,709,6
1,59,microwave,absent,6,640,480,COCO_train2014_000000083738.jpg,3,2,624.4,386,346,6
1,59,microwave,absent,6,640,480,COCO_train2014_000000083738.jpg,3,3,625.4,355.8,109,6
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,1,604.8,407.3,371,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,2,598.1,404.6,282,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,3,552.8,423.8,109,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,4,558.6,424.6,85,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,5,448.2,442.7,193,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,6,445.3,425.5,478,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,7,435.6,475.4,269,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,8,451.3,418.2,218,7
1,60,microwave,absent,6,426,640,COCO_train2014_000000036278.jpg,9,9,455.2,415.7,422,7
1,61,microwave,present,7,480,640,COCO_train2014_000000422161.jpg,5,1,600.8,402.4,732,7
1,61,microwave,present,7,480,640,COCO_train2014_000000422161.jpg,5,2,441.4,391.8,122,7
1,61,microwave,present,7,480,640,COCO_train2014_000000422161.jpg,5,3,880.9,373.7,188,7
1,61,microwave,present,7,480,640,COCO_train2014_000000422161.jpg,5,4,858.8,371.2,274,7
1,61,microwave,present,7,480,640,COCO_train2014_000000422161.jpg,5,5,851.9,396.8,161,7
1,62,microwave,present,7,480,640,COCO_train2014_000000400045.jpg,5,1,608.1,399.1,272,7
1,62,microwave,present,7,480,640,COCO_train2014_000000400045.jpg,5,2,604,392.1,177,7
1,62,microwave,present,7,480,640,COCO_train2014_000000400045.jpg,5,3,477.2,397.8,135,7
1,62,microwave,present,7,480,640,COCO_train2014_000000400045.jpg,5,4,591.5,413.1,136,7
1,62,microwave,present,7,480,640,COCO_train2014_000000400045.jpg,5,5,460.6,413.6,240,7
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,1,603.5,408.5,544,6
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,2,576.4,396.6,156,6
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,3,578.8,337.5,241,6
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,4,734.6,391.6,99,6
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,5,484,394,168,6
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,6,349.6,324.7,133,6
1,63,microwave,absent,6,480,640,COCO_train2014_000000417834.jpg,7,7,557.8,481.1,51,6
1,64,microwave,present,7,427,640,COCO_train2014_000000320667.jpg,4,1,599.4,399.3,722,7
1,64,microwave,present,7,427,640,COCO_train2014_000000320667.jpg,4,2,606.7,356.3,273,7
1,64,microwave,present,7,427,640,COCO_train2014_000000320667.jpg,4,3,584.7,330.9,244,7
1,64,microwave,present,7,427,640,COCO_train2014_000000320667.jpg,4,4,582,323.3,209,7
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,1,604.3,395.2,542,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,2,587.9,384.1,266,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,3,524.5,382.8,261,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,4,563.1,448.1,159,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,5,395.5,349.7,159,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,6,359.8,342.8,148,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,7,501.9,355.1,244,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,8,506.7,388,151,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,9,413.6,352.6,300,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,10,388.7,460.3,180,6
1,65,microwave,absent,6,480,640,COCO_train2014_000000462712.jpg,11,11,814.3,403,296,6
1,66,microwave,absent,6,640,471,COCO_train2014_000000011146.jpg,5,1,602.7,392.1,550,6
1,66,microwave,absent,6,640,471,COCO_train2014_000000011146.jpg,5,2,580.1,381,207,6
1,66,microwave,absent,6,640,471,COCO_train2014_000000011146.jpg,5,3,649.9,360.4,165,6
1,66,microwave,absent,6,640,471,COCO_train2014_000000011146.jpg,5,4,592.1,393.6,240,6
1,66,microwave,absent,6,640,471,COCO_train2014_000000011146.jpg,5,5,620.9,390.6,148,6
1,67,microwave,absent,6,427,640,COCO_train2014_000000412720.jpg,6,1,601.8,397.1,97,6
1,67,microwave,absent,6,427,640,COCO_train2014_000000412720.jpg,6,2,588.8,389.9,125,6
1,67,microwave,absent,6,427,640,COCO_train2014_000000412720.jpg,6,3,602.3,392.1,513,6
1,67,microwave,absent,6,427,640,COCO_train2014_000000412720.jpg,6,4,606.4,390.8,206,6
1,67,microwave,absent,6,427,640,COCO_train2014_000000412720.jpg,6,5,572.3,445.9,345,6
1,67,microwave,absent,6,427,640,COCO_train2014_000000412720.jpg,6,6,592.1,456.9,171,6
1,68,microwave,present,7,511,640,COCO_train2014_000000475659.jpg,4,1,603.2,401.8,275,7
1,68,microwave,present,7,511,640,COCO_train2014_000000475659.jpg,4,2,597.8,402.3,563,7
1,68,microwave,present,7,511,640,COCO_train2014_000000475659.jpg,4,3,588.2,398.5,155,7
1,68,microwave,present,7,511,640,COCO_train2014_000000475659.jpg,4,4,588.9,377.3,96,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,1,600.9,399.3,284,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,2,596.6,398.4,242,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,3,580.8,398.4,191,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,4,611.2,361.9,173,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,5,479.8,326.7,133,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,6,727.1,327.3,186,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,7,871.7,304.8,175,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,8,865.4,267.6,393,7
1,69,microwave,present,7,480,640,COCO_train2014_000000531860.jpg,9,9,755.4,418.9,51,7
1,70,microwave,absent,6,480,640,COCO_train2014_000000388348.jpg,6,1,601.2,397.7,592,.
1,70,microwave,absent,6,480,640,COCO_train2014_000000388348.jpg,6,2,597.6,387.7,199,.
1,70,microwave,absent,6,480,640,COCO_train2014_000000388348.jpg,6,3,560.9,430,134,.
1,70,microwave,absent,6,480,640,COCO_train2014_000000388348.jpg,6,4,430.1,344.7,126,.
1,70,microwave,absent,6,480,640,COCO_train2014_000000388348.jpg,6,5,458.8,240,239,.
1,70,microwave,absent,6,480,640,COCO_train2014_000000388348.jpg,6,6,447.4,210.4,323,.
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,1,603.6,391.5,41,6
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,2,593.2,393.6,94,6
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,3,649.5,334.6,131,6
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,4,618.9,354.5,97,6
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,5,821.5,331.2,237,6
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,6,822.9,316.9,159,6
1,71,microwave,absent,6,427,640,COCO_train2014_000000040219.jpg,7,7,868.9,336.1,226,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,1,603.3,392.4,487,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,2,628,363.5,290,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,3,522.6,396.5,218,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,4,425.7,405.5,154,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,5,592.9,438.6,126,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,6,652.1,420,278,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,7,655.4,402.1,227,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,8,612.7,405,184,6
1,72,microwave,absent,6,480,640,COCO_train2014_000000206934.jpg,9,9,533.5,425.4,279,6
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,1,602.2,411.1,63,.
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,2,595.4,401.6,136,.
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,3,604,399.2,371,.
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,4,603.3,361.5,100,.
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,5,741.7,356.8,327,.
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,6,794.2,381.1,280,.
1,73,microwave,absent,6,640,478,COCO_train2014_000000293304.jpg,7,7,754.8,368.9,286,.
1,74,microwave,present,7,480,640,COCO_train2014_000000337422.jpg,4,1,606,404.4,224,7
1,74,microwave,present,7,480,640,COCO_train2014_000000337422.jpg,4,2,604,430.3,431,7
1,74,microwave,present,7,480,640,COCO_train2014_000000337422.jpg,4,3,600.5,453,182,7
